id,ubicacion,cifra,contexto,fuente_archivo,metodo_calculo,fecha_corte,estado,notas
E28-019,pagina-estado Tamaulipas · ranking nacional,#12 de 32,Ranking nacional violencia familiar 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar].rank(ascending=False) → posición de clave_ent=28,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E28-020,pagina-estado Tamaulipas · panel RNPDNO,"13,148",RNPDNO desaparecidos activos · Tamaulipas · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_desaparecidos] fila clave_ent=28. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E28-021,pagina-estado Tamaulipas · panel RNPDNO,669,RNPDNO no localizados · Tamaulipas · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_no_localizados] fila clave_ent=28. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E28-022,pagina-estado Tamaulipas · panel RNPDNO,"9,293",RNPDNO localizados con vida · Tamaulipas · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_con_vida] fila clave_ent=28. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E28-023,pagina-estado Tamaulipas · panel RNPDNO,"1,005",RNPDNO localizados sin vida · Tamaulipas · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_sin_vida] fila clave_ent=28. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E28-024,pagina-estado Tamaulipas · panel RNPDNO,"13,817",RNPDNO activos totales (desap + no loc) · Tamaulipas · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total] fila clave_ent=28. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,10.32% del nacional
E28-025,pagina-estado Tamaulipas · ranking nacional RNPDNO,#2 de 32,Ranking nacional desaparecidos activos · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total].rank(ascending=False) → posición clave_ent=28,2026-06-03,VERIFICADO_AGREGADO,1 = mayor número de activos · 32 = menor
E28-026,pagina-estado Tamaulipas · KPI 2026 parcial,"13,096",Carpetas SESNSP 2026 parcial (ene-abr) · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_RNID_2026/RNID-Delitos_Estatal-2026-abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2026_parcial_total] fila clave_ent=28. RNID estatal 2026 corte abr-2026 · sum(Enero..Abril) por Clave_Ent · CON desglose por subtipo,2026-04 (corte abr-2026),VERIFICADO_AGREGADO,"2.01% del nacional T1 (652,342). Ritmo anualizado ×3 = 39,288 → -1.6% vs total 2025. Con desglose completo por subtipo (RNID estatal)."
E28-027,pagina-estado Tamaulipas · denominador tasas,"3,748,419",Población a mitad de año 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"CONAPO pry23 00_Pob_Mitad_1950_2070.csv · sum(POBLACION) WHERE ANIO=2025 AND CVE_GEO=28 (todas edades y sexos). Validado: suma 32 entidades == nacional CVE_GEO=0 (133,367,428 · diff 0)",2025 (proyección pry23),VERIFICADO_AGREGADO,Denominador oficial para todas las tasas /100K del estado
E28-028,pagina-estado Tamaulipas · KPI tasa,5.42,tasa homicidio doloso por 100K hab 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_hd] (203) / poblacion_2025 (3,748,419) × 100,000 = 5.42",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #27 de 32 (1 = mayor tasa)
E28-029,pagina-estado Tamaulipas · KPI tasa,0.774,"tasa feminicidio por 100K hab 2025 (poblacion total, declarado) · Tamaulipas",BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_feminicidio] (29) / poblacion_2025 (3,748,419) × 100,000 = 0.774",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #7 de 32 (1 = mayor tasa)
E28-030,pagina-estado Tamaulipas · KPI tasa,1065.1,tasa total carpetas por 100K hab 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_total] (39,924) / poblacion_2025 (3,748,419) × 100,000 = 1065.1",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #21 de 32 (1 = mayor tasa)
E28-031,pagina-estado Tamaulipas · KPI tasa,368.6,tasa desaparecidos activos por 100K hab · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [rnpdno_activos_total] (13,817) / poblacion_2025 (3,748,419) × 100,000 = 368.6",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #1 de 32 (1 = mayor tasa)
E28-032,pagina-estado Tamaulipas · KPI tasa,0.213,tasa secuestro por 100K hab 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_secuestro] (8) / poblacion_2025 (3,748,419) × 100,000 = 0.213",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #16 de 32 (1 = mayor tasa)
E28-033,pagina-estado Tamaulipas · KPI tasa,213.4,tasa violencia familiar por 100K hab 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violencia_familiar] (7,998) / poblacion_2025 (3,748,419) × 100,000 = 213.4",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #15 de 32 (1 = mayor tasa)
E28-034,pagina-estado Tamaulipas · KPI tasa,13.69,tasa violacion (simple+equiparada) por 100K hab 2025 · Tamaulipas,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/poblacion_estatal_conapo.csv (CONAPO pry23 · conapo.segob.gob.mx),"panorama [sesnsp_2025_violacion] (513) / poblacion_2025 (3,748,419) × 100,000 = 13.69",2024,VERIFICADO_AGREGADO,Ranking nacional por tasa: #20 de 32 (1 = mayor tasa)
E29-001,pagina-estado Tlaxcala · KPI,"2,493",total carpetas SESNSP 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_total] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.12% del nacional (2,016,723 en 32 estados). Aparece en KPI de la página-estado."
E29-002,pagina-estado Tlaxcala · KPI,103,homicidio doloso 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hd] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.52% del nacional (19,987 en 32 estados). Aparece en KPI de la página-estado."
E29-003,pagina-estado Tlaxcala · tabla,18,homicidio culposo 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_hc] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.11% del nacional (16,945 en 32 estados). Aparece en tabla de la página-estado."
E29-004,pagina-estado Tlaxcala · KPI,7,feminicidio 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_feminicidio] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,0.98% del nacional (711 en 32 estados). Aparece en KPI de la página-estado.
E29-005,pagina-estado Tlaxcala · KPI,12,extorsión 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_extorsion] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.11% del nacional (10,507 en 32 estados). Aparece en KPI de la página-estado."
E29-006,pagina-estado Tlaxcala · tabla,11,secuestro 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_secuestro] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,2.37% del nacional (464 en 32 estados). Aparece en tabla de la página-estado.
E29-007,pagina-estado Tlaxcala · tabla,117,narcomenudeo 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_narcomenudeo] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.11% del nacional (104,207 en 32 estados). Aparece en tabla de la página-estado."
E29-008,pagina-estado Tlaxcala · KPI,49,violencia familiar 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.02% del nacional (266,760 en 32 estados). Aparece en KPI de la página-estado."
E29-009,pagina-estado Tlaxcala · tabla,"1,569",robo (amplio · incluye allanamiento) 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_robo_amplio] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.33% del nacional (474,378 en 32 estados). Aparece en tabla de la página-estado."
E29-010,pagina-estado Tlaxcala · tabla,73,lesiones dolosas 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_lesiones_dolosas] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.05% del nacional (156,623 en 32 estados). Aparece en tabla de la página-estado."
E29-011,pagina-estado Tlaxcala · tabla,14,abuso sexual 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_abuso_sexual] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.04% del nacional (33,050 en 32 estados). Aparece en tabla de la página-estado."
E29-012,pagina-estado Tlaxcala · tabla,18,violación 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_violacion] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.09% del nacional (20,280 en 32 estados). Aparece en tabla de la página-estado."
E29-013,pagina-estado Tlaxcala · tabla,5,amenazas 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,"panorama_estatal_32.csv columna [sesnsp_2025_amenazas] fila clave_ent=29. Derivado de groupby(Clave_Ent, Subtipo)['_total'].sum() sobre base estatal 2015-2025 · filtros exactos: ver script _construir_panorama_v3.py",2025-12 (corte abr-2026),VERIFICADO_AGREGADO,"0.00% del nacional (138,874 en 32 estados). Aparece en tabla de la página-estado."
E29-014,pagina-estado Tlaxcala · gráfico serie HD,58/75/118/118/147/108/116/130/106/128/103,Serie homicidio doloso 2015-2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columnas serie_hd_2015..serie_hd_2025 fila clave_ent=29. base estatal única corte abr-2026 (11 años).,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,Min: 58 · Max: 147 · Var %: -29.9% del pico
E29-015,pagina-estado Tlaxcala · ranking nacional,#32 de 32,Ranking nacional total carpetas 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_total].rank(ascending=False) → posición de clave_ent=29,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E29-016,pagina-estado Tlaxcala · ranking nacional,#27 de 32,Ranking nacional homicidio doloso 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_hd].rank(ascending=False) → posición de clave_ent=29,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E29-017,pagina-estado Tlaxcala · ranking nacional,#30 de 32,Ranking nacional extorsión 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_extorsion].rank(ascending=False) → posición de clave_ent=29,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E29-018,pagina-estado Tlaxcala · ranking nacional,#26 de 32,Ranking nacional feminicidio 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_feminicidio].rank(ascending=False) → posición de clave_ent=29,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E29-019,pagina-estado Tlaxcala · ranking nacional,#32 de 32,Ranking nacional violencia familiar 2025 · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + BASES_NACIONALES/delitos_estatales_2015-2025/Estatal-Delitos-2015-2025_abr2026.csv,panorama_estatal_32.csv columna [sesnsp_2025_violencia_familiar].rank(ascending=False) → posición de clave_ent=29,2025-12 (corte abr-2026),VERIFICADO_AGREGADO,1 = mayor incidencia · 32 = menor
E29-020,pagina-estado Tlaxcala · panel RNPDNO,208,RNPDNO desaparecidos activos · Tlaxcala · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_desaparecidos] fila clave_ent=29. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E29-021,pagina-estado Tlaxcala · panel RNPDNO,10,RNPDNO no localizados · Tlaxcala · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_no_localizados] fila clave_ent=29. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E29-022,pagina-estado Tlaxcala · panel RNPDNO,"1,819",RNPDNO localizados con vida · Tlaxcala · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_con_vida] fila clave_ent=29. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E29-023,pagina-estado Tlaxcala · panel RNPDNO,112,RNPDNO localizados sin vida · Tlaxcala · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_loc_sin_vida] fila clave_ent=29. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,
E29-024,pagina-estado Tlaxcala · panel RNPDNO,218,RNPDNO activos totales (desap + no loc) · Tlaxcala · al 3-jun-2026,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total] fila clave_ent=29. Mapeo nombre INEGI → alias RNPDNO. Fuente primaria: dashboard oficial post-reforma RNPDNO.,2026-06-03,VERIFICADO_AGREGADO,0.16% del nacional
E29-025,pagina-estado Tlaxcala · ranking nacional RNPDNO,#31 de 32,Ranking nacional desaparecidos activos · Tlaxcala,BASES_NACIONALES/panorama_estatal_32.csv + EXCEL - SEGURIDAD MORELOS/NUEVOS REPORTES DESAPARICIONES/activos_por_entidad.csv,panorama_estatal_32.csv columna [rnpdno_activos_total].rank(ascending=False) → posición clave_ent=29,2026-06-03,VERIFICADO_AGREGADO,1 = mayor número de activos · 32 = menor
